time,white_co2,bela_co2,white_temp,bela_temp
8/15/19 20:50:00,2716.93,2247.95,20.5,22.56
8/15/19 21:00:00,2771.61,2320.7,20.37,22.41
8/15/19 21:10:00,2840.85,2400.87,20.24,22.25
8/15/19 21:20:00,2903.4,2473.36,20.07,22.12
8/15/19 21:30:00,2968.8,2558.28,19.94,21.97
8/15/19 21:40:00,3033.21,2613.64,19.83,21.84
8/15/19 21:50:00,3088.62,2674.5,19.71,21.71
8/15/19 22:00:00,3158.68,2744.13,19.57,21.58
8/15/19 22:10:00,3226.86,2789.89,19.44,21.46
8/15/19 22:20:00,3274.43,2876.19,19.31,21.32
8/15/19 22:30:00,3341.61,2919.77,19.18,21.2
8/15/19 22:40:00,3389.19,2996.51,19.06,21.08
8/15/19 22:50:00,3435.76,3037.75,18.96,20.94
8/15/19 23:00:00,3455.34,3097.24,18.86,20.83
8/15/19 23:10:00,3490.01,3143.59,18.74,20.72
8/15/19 23:20:00,3524.81,3210,18.63,20.62
8/15/19 23:30:00,3549.72,3261.82,18.54,20.49
8/15/19 23:40:00,3575.93,3311.44,18.46,20.39
8/15/19 23:50:00,3591.94,3353.29,18.37,20.31
8/16/19 0:00:00,3620.59,3381.42,18.28,20.2
8/16/19 0:10:00,3611.28,3408.53,18.2,20.09
8/16/19 0:20:00,3620.47,3451.06,18.11,19.99
8/16/19 0:30:00,3626.55,3470.84,18.03,19.91
8/16/19 0:40:00,3643.36,3495.97,17.95,19.81
8/16/19 0:50:00,3632.64,3500.63,17.91,19.71
8/16/19 1:00:00,3642.43,3516.19,17.84,19.62
8/16/19 1:10:00,3642.79,3524.58,17.76,19.54
8/16/19 1:20:00,3641.99,3533.29,17.72,19.47
8/16/19 1:30:00,3639.34,3541.79,17.68,19.4
8/16/19 1:40:00,3636.56,3543.83,17.62,19.32
8/16/19 1:50:00,3641.15,3544.02,17.56,19.26
8/16/19 2:00:00,3626.25,3548.93,17.52,19.2
8/16/19 2:10:00,3632.27,3563.27,17.48,19.12
8/16/19 2:20:00,3635.26,3539.04,17.42,19.05
8/16/19 2:30:00,3629.46,3543.87,17.38,18.99
8/16/19 2:40:00,3631.41,3543.88,17.37,18.94
8/16/19 2:50:00,3622.15,3538.33,17.34,18.9
8/16/19 3:00:00,3627.89,3541.72,17.31,18.87
8/16/19 3:10:00,3622.1,3548.43,17.27,18.8
8/16/19 3:20:00,3611.73,3535.4,17.25,18.77
8/16/19 3:30:00,3625.54,3560.61,17.22,18.75
8/16/19 3:40:00,3612.41,3551.46,17.21,18.75
8/16/19 3:50:00,3590.21,3558.14,17.21,18.73
8/16/19 4:00:00,3585.17,3572.13,17.21,18.71
8/16/19 4:10:00,3587.58,3555.29,17.18,18.7
8/16/19 4:20:00,3596.18,3554.8,17.17,18.69
8/16/19 4:30:00,3579.65,3546.95,17.17,18.66
8/16/19 4:40:00,3587.77,3536.39,17.18,18.62
8/16/19 4:50:00,3601.38,3525.82,17.16,18.57
8/16/19 5:00:00,3606.76,3507.8,17.13,18.52
8/16/19 5:10:00,3606.26,3512.42,17.13,18.5
8/16/19 5:20:00,3626.46,3489.19,17.1,18.45
8/16/19 5:30:00,3645.19,3482.05,17.08,18.44
8/16/19 5:40:00,3654.92,3489.95,17.06,18.42
8/16/19 5:50:00,3664.91,3486.79,17.06,18.4
8/16/19 6:00:00,3673.28,3499.55,17.06,18.41
8/16/19 6:10:00,3679.07,3501.75,17.03,18.44
8/16/19 6:20:00,3680.86,3519.4,17.02,18.44
8/16/19 6:30:00,3677.43,3522.16,17.03,18.42
8/16/19 6:40:00,3685.93,3525.82,17.02,18.38
8/16/19 6:50:00,3669.59,3513.67,17,18.37
8/16/19 7:00:00,3666.86,3511.05,17.02,18.37
8/16/19 7:10:00,3677.56,3522.51,17.03,18.39
8/16/19 7:20:00,3659.9,3496.31,17.02,18.42
8/16/19 7:30:00,3640.71,3469.89,17.03,18.44
8/16/19 7:40:00,3615.06,3449.72,17.06,18.43
8/16/19 7:50:00,3591.54,3437.17,17.08,18.44
8/16/19 8:00:00,3555.22,3409.87,17.1,18.49
8/16/19 8:10:00,3513.65,3359.91,17.14,18.54
8/16/19 8:20:00,3467.37,3284.45,17.19,18.58
8/16/19 8:30:00,3431.54,3228.96,17.23,18.63
8/16/19 8:40:00,3366.6,3164.98,17.28,18.69
8/16/19 8:50:00,3311.11,3082.12,17.35,18.75
